Well_ID,Database,Year,Result,Latitude,Longitude
USGS1010217,USGS,1988,2041.6,36.83550485,-120.5315646
USGS1010218,USGS,1988,6214.4,36.83550485,-120.5598989
USGS1010218,USGS,1988,6464,36.83550485,-120.5598989
USGS1010218,USGS,1988,6912,36.83550485,-120.5598989
USGS1010218,USGS,1988,6976,36.83550485,-120.5598989
USGS1010218,USGS,1988,7168,36.83550485,-120.5598989
USGS1010218,USGS,1988,5760,36.83550485,-120.5598989
USGS1010227,USGS,1988,2950.4,36.6927285,-120.5085038
USGS1010227,USGS,1988,7616,36.6927285,-120.5085038
USGS1010227,USGS,1988,3660.8,36.6927285,-120.5085038
USGS1010227,USGS,1988,2425.6,36.6927285,-120.5085038
